Ewe/V	<I>/mA	time/s
3.3737240E+000	3.602529940138096E-001	8.669999841148019E+003
3.3736475E+000	3.602540461311700E-001	8.674999841087483E+003
3.3739913E+000	3.602550157926560E-001	8.679999841026947E+003
3.3739529E+000	3.602548904190525E-001	8.684999840966411E+003
3.3741057E+000	3.602542234621429E-001	8.689999840905875E+003
3.3741057E+000	3.602541887364764E-001	8.694999840845339E+003
3.3741248E+000	3.602563022337593E-001	8.699999840784803E+003
3.3740675E+000	3.602546840987642E-001	8.704999840724267E+003
3.3742201E+000	3.602570142648939E-001	8.709999840663731E+003
3.3741820E+000	3.602581747375394E-001	8.714999840603195E+003
3.3743730E+000	3.602584572289884E-001	8.719999840542660E+003
3.3743730E+000	3.602583958111696E-001	8.724999840482124E+003
3.3744683E+000	3.602569313917869E-001	8.729999840421588E+003
3.3745639E+000	3.602564167378595E-001	8.734999840361052E+003
3.3745449E+000	3.602550936100969E-001	8.739999840300516E+003
3.3746402E+000	3.602563524339838E-001	8.744999840239980E+003
3.3746593E+000	3.602550782285221E-001	8.749999840179444E+003
3.3746402E+000	3.602564986286820E-001	8.754999840118908E+003
3.3747547E+000	3.602569765291929E-001	8.759999840058372E+003
3.3748312E+000	3.602557287071315E-001	8.764999839997836E+003
3.3750219E+000	3.602561376701013E-001	8.769999839937300E+003
3.3750029E+000	3.602533194587502E-001	8.774999839876764E+003
3.3749266E+000	3.602532195649406E-001	8.779999839816228E+003
3.3751748E+000	3.602531637738003E-001	8.784999839755692E+003
3.3752320E+000	3.602519019172292E-001	8.789999839695156E+003
3.3752701E+000	3.602519307658776E-001	8.794999839634620E+003
3.3753657E+000	3.602527745387759E-001	8.799999839574084E+003
3.3756139E+000	3.602520823464515E-001	8.804999839513548E+003
3.3753657E+000	3.602531996569890E-001	8.809999839453012E+003
3.3756330E+000	3.602530042395825E-001	8.814999839392476E+003
3.3756139E+000	3.602546318588687E-001	8.819999839331940E+003
3.3757093E+000	3.602561998222494E-001	8.824999839271404E+003
3.3755374E+000	3.602554482291274E-001	8.829999839210868E+003
3.3757856E+000	3.602546973715267E-001	8.834999839150332E+003
3.3757665E+000	3.602555638537950E-001	8.839999839089796E+003
3.3757665E+000	3.602554209313919E-001	8.844999839029260E+003
3.3759766E+000	3.602562974057830E-001	8.849999838968724E+003
3.3759003E+000	3.602555144677699E-001	8.854999838908188E+003
3.3760147E+000	3.602559284303776E-001	8.859999838847652E+003
3.3760719E+000	3.602568827019441E-001	8.864999838787116E+003
3.3761103E+000	3.602536457143141E-001	8.869999838726580E+003
3.3762629E+000	3.602549129043090E-001	8.874999838666045E+003
3.3763392E+000	3.602553562722724E-001	8.879999838605509E+003
3.3763967E+000	3.602554714093740E-001	8.884999838544973E+003
3.3763392E+000	3.602540267453551E-001	8.889999838484437E+003
3.3764539E+000	3.602519091794592E-001	8.894999838423901E+003
3.3766258E+000	3.602551752648850E-001	8.899999838363365E+003
3.3765302E+000	3.602541803357977E-001	8.904999838302829E+003
3.3766258E+000	3.602562074945594E-001	8.909999838242293E+003
3.3767784E+000	3.602566440449435E-001	8.914999838181757E+003
3.3767021E+000	3.602577930520394E-001	8.919999838121221E+003
3.3766065E+000	3.602578179119449E-001	8.924999838060685E+003
3.3767021E+000	3.602564608476814E-001	8.929999838000149E+003
3.3770266E+000	3.602552585325747E-001	8.934999837939613E+003
3.3771410E+000	3.602543508015076E-001	8.939999837879077E+003
3.3771410E+000	3.602539903984423E-001	8.944999837818541E+003
3.3770838E+000	3.602537718162863E-001	8.949999837758005E+003
3.3770647E+000	3.602519792709460E-001	8.954999837697469E+003
3.3773892E+000	3.602510851452352E-001	8.959999837636933E+003
3.3771794E+000	3.602534522340585E-001	8.964999837576397E+003
3.3774657E+000	3.602521510408054E-001	8.969999837515861E+003
3.3774657E+000	3.602526007089799E-001	8.974999837455325E+003
3.3775992E+000	3.602535855148142E-001	8.979999837394789E+003
3.3775611E+000	3.602542930839451E-001	8.984999837334253E+003
3.3777330E+000	3.602532041917105E-001	8.989999837273717E+003
3.3777330E+000	3.602516484067509E-001	8.994999837213181E+003
3.3777330E+000	3.602524687705208E-001	8.999999837152645E+003
3.3777711E+000	3.602521095512038E-001	9.004999837092109E+003
3.3779621E+000	3.602520276723023E-001	9.009999837031573E+003
3.3780193E+000	3.602522760090973E-001	9.014999836971037E+003
3.3781147E+000	3.602517215106565E-001	9.019999836910501E+003
3.3780766E+000	3.602523229334506E-001	9.024999836849966E+003
3.3781147E+000	3.602543951712056E-001	9.029999836789430E+003
3.3784583E+000	3.602512744400525E-001	9.034999836728894E+003
3.3782294E+000	3.602526812110141E-001	9.039999836668358E+003
3.3784201E+000	3.602516934142188E-001	9.044999836607822E+003
3.3785920E+000	3.602525060627634E-001	9.049999836547286E+003
3.3784392E+000	3.602533599934854E-001	9.054999836486750E+003
3.3786302E+000	3.602544918129857E-001	9.059999836426214E+003
3.3785920E+000	3.602535924885578E-001	9.064999836365678E+003
3.3787065E+000	3.602526753530696E-001	9.069999836305142E+003
3.3788211E+000	3.602534321866320E-001	9.074999836244606E+003
3.3787830E+000	3.602530776832346E-001	9.079999836184070E+003
3.3788211E+000	3.602528987798911E-001	9.084999836123534E+003
3.3789737E+000	3.602518959114651E-001	9.089999836062998E+003
3.3789546E+000	3.602530492124796E-001	9.094999836002462E+003
3.3792219E+000	3.602544441137722E-001	9.099999835941926E+003
3.3791265E+000	3.602525505588233E-001	9.104999835881390E+003
3.3793366E+000	3.602519704899896E-001	9.109999835820854E+003
3.3793557E+000	3.602526212153622E-001	9.114999835760318E+003
3.3794510E+000	3.602520736560942E-001	9.119999835699782E+003
3.3794892E+000	3.602536681530789E-001	9.124999835639246E+003
3.3797374E+000	3.602525836596671E-001	9.129999835578710E+003
3.3797565E+000	3.602527449188435E-001	9.134999835518174E+003
3.3797946E+000	3.602535409639180E-001	9.139999835457638E+003
3.3798139E+000	3.602528430078243E-001	9.144999835397102E+003
3.3799474E+000	3.602519233808620E-001	9.149999835336566E+003
3.3799856E+000	3.602507581005058E-001	9.154999835276030E+003
3.3800237E+000	3.602516516015599E-001	9.159999835215494E+003
3.3800237E+000	3.602508496472808E-001	9.164999835154958E+003
3.3801956E+000	3.602490439233534E-001	9.169999835094422E+003
3.3803294E+000	3.602495534310156E-001	9.174999835033886E+003
3.3803866E+000	3.602493298444536E-001	9.179999834973351E+003
3.3805201E+000	3.602497277698353E-001	9.184999834912815E+003
3.3806157E+000	3.602495148453523E-001	9.189999834852279E+003
3.3805392E+000	3.602501977763070E-001	9.194999834791743E+003
3.3806539E+000	3.602501027450443E-001	9.199999834731207E+003
3.3808639E+000	3.602481048557399E-001	9.204999834670671E+003
3.3810165E+000	3.602499176678517E-001	9.209999834610135E+003
3.3807492E+000	3.602497009024453E-001	9.214999834549599E+003
3.3810737E+000	3.602493762359413E-001	9.219999834489063E+003
3.3810737E+000	3.602494711313053E-001	9.224999834428527E+003
3.3810737E+000	3.602498760876510E-001	9.229999834367991E+003
3.3812075E+000	3.602502318749325E-001	9.234999834307455E+003
3.3812647E+000	3.602497969672525E-001	9.239999834246919E+003
3.3810737E+000	3.602516007063452E-001	9.244999834186383E+003
3.3814175E+000	3.602510025701514E-001	9.249999834125847E+003
3.3814366E+000	3.602513056883839E-001	9.254999834065311E+003
3.3815701E+000	3.602522701594974E-001	9.259999834004775E+003
3.3815892E+000	3.602488598212927E-001	9.264999833944239E+003
3.3817611E+000	3.602513661739861E-001	9.269999833883703E+003
3.3816657E+000	3.602529574463595E-001	9.274999833823167E+003
3.3817611E+000	3.602520788560035E-001	9.279999833762631E+003
3.3818564E+000	3.602503709850226E-001	9.284999833702095E+003
3.3820283E+000	3.602486716649241E-001	9.289999833641559E+003
3.3820093E+000	3.602456467339335E-001	9.294999833581023E+003
3.3821237E+000	3.602480339810480E-001	9.299999833520487E+003
3.3821809E+000	3.602467319211434E-001	9.304999833459951E+003
3.3821237E+000	3.602487218460751E-001	9.309999833399415E+003
3.3825057E+000	3.602487542757707E-001	9.314999833338879E+003
3.3823338E+000	3.602497629461129E-001	9.319999833278343E+003
3.3824482E+000	3.602487008652400E-001	9.324999833217807E+003
3.3826773E+000	3.602488374564376E-001	9.329999833157272E+003
3.3826392E+000	3.602485013148473E-001	9.334999833096736E+003
3.3827155E+000	3.602497480485278E-001	9.339999833036200E+003
3.3828301E+000	3.602485277709652E-001	9.344999832975664E+003
3.3828111E+000	3.602508068451849E-001	9.349999832915128E+003
3.3826964E+000	3.602496820757221E-001	9.354999832854592E+003
3.3829255E+000	3.602499697885380E-001	9.359999832794056E+003
3.3831737E+000	3.602497246024445E-001	9.364999832733520E+003
3.3831165E+000	3.602492622325200E-001	9.369999832672984E+003
3.3831737E+000	3.602476322278559E-001	9.374999832612448E+003
3.3834791E+000	3.602497376916246E-001	9.379999832551912E+003
3.3833265E+000	3.602507673237286E-001	9.384999832491376E+003
3.3834219E+000	3.602508578226540E-001	9.389999832430840E+003
3.3834791E+000	3.602493974385058E-001	9.394999832370304E+003
3.3836129E+000	3.602491746542223E-001	9.399999832309768E+003
3.3837273E+000	3.602478571638671E-001	9.404999832249232E+003
3.3837464E+000	3.602498659143301E-001	9.409999832188696E+003
3.3837655E+000	3.602504230520646E-001	9.414999832128160E+003
3.3839564E+000	3.602492094883692E-001	9.419999832067624E+003
3.3840327E+000	3.602492288527265E-001	9.424999832007088E+003
3.3842428E+000	3.602495696041401E-001	9.429999831946552E+003
3.3840711E+000	3.602498864958142E-001	9.434999831886016E+003
3.3843000E+000	3.602489899251208E-001	9.439999831825480E+003
3.3844910E+000	3.602505829236448E-001	9.444999831764944E+003
3.3843575E+000	3.602496534476108E-001	9.449999831704408E+003
3.3845866E+000	3.602508830378032E-001	9.454999831643872E+003
3.3846819E+000	3.602490236339320E-001	9.459999831583336E+003
3.3846629E+000	3.602474632927934E-001	9.464999831522800E+003
3.3847010E+000	3.602487607404905E-001	9.469999831462264E+003
3.3847773E+000	3.602490508982890E-001	9.474999831401728E+003
3.3847773E+000	3.602493319055823E-001	9.479999831341192E+003
3.3849492E+000	3.602494111475743E-001	9.484999831280657E+003
3.3851211E+000	3.602500440106267E-001	9.489999831220121E+003
3.3850446E+000	3.602486054000555E-001	9.494999831159585E+003
3.3851974E+000	3.602479629144291E-001	9.499999831099049E+003
3.3852928E+000	3.602492310020700E-001	9.504999831038513E+003
3.3854265E+000	3.602501240942363E-001	9.509999830977977E+003
3.3855410E+000	3.602498376164286E-001	9.514999830917441E+003
3.3857701E+000	3.602507194576220E-001	9.519999830856905E+003
3.3856747E+000	3.602512465558073E-001	9.524999830796369E+003
3.3857510E+000	3.602490416202299E-001	9.529999830735833E+003
3.3857701E+000	3.602488108322346E-001	9.534999830675297E+003
3.3857701E+000	3.602492273280397E-001	9.539999830614761E+003
3.3857510E+000	3.602471238133428E-001	9.544999830554225E+003
3.3861327E+000	3.602465282544539E-001	9.549999830493689E+003
3.3861136E+000	3.602492546329277E-001	9.554999830433153E+003
3.3862855E+000	3.602473931548150E-001	9.559999830372617E+003
3.3864384E+000	3.602492794534943E-001	9.564999830312081E+003
3.3865719E+000	3.602481212410569E-001	9.569999830251545E+003
3.3864765E+000	3.602494614181324E-001	9.574999830191009E+003
3.3865910E+000	3.602490128204573E-001	9.579999830130473E+003
3.3868010E+000	3.602488574549884E-001	9.584999830069937E+003
3.3866673E+000	3.602488662776679E-001	9.589999830009401E+003
3.3868392E+000	3.602493911704813E-001	9.594999829948865E+003
3.3868392E+000	3.602486810991474E-001	9.599999829888329E+003
3.3869729E+000	3.602498602363916E-001	9.604999829827793E+003
3.3870873E+000	3.602506871566725E-001	9.609999829767257E+003
3.3871446E+000	3.602512240586298E-001	9.614999829706721E+003
3.3872402E+000	3.602508819100833E-001	9.619999829646185E+003
3.3872783E+000	3.602528161618920E-001	9.624999829585649E+003
3.3872018E+000	3.602523078475147E-001	9.629999829525113E+003
3.3874118E+000	3.602525895819848E-001	9.634999829464577E+003
3.3874500E+000	3.602526994273859E-001	9.639999829404042E+003
3.3876028E+000	3.602531960568685E-001	9.644999829343506E+003
3.3878319E+000	3.602522426924847E-001	9.649999829282970E+003
3.3879082E+000	3.602509520266041E-001	9.654999829222434E+003
3.3880036E+000	3.602523003945499E-001	9.659999829161898E+003
3.3879082E+000	3.602530539224387E-001	9.664999829101362E+003
3.3881755E+000	3.602529753170243E-001	9.669999829040826E+003
3.3879845E+000	3.602528123853416E-001	9.674999828980290E+003
3.3880036E+000	3.602524014971417E-001	9.679999828919754E+003
3.3883474E+000	3.602521285162099E-001	9.684999828859218E+003
3.3882902E+000	3.602541675088780E-001	9.689999828798682E+003
3.3883665E+000	3.602515630683958E-001	9.694999828738146E+003
3.3883665E+000	3.602501234600428E-001	9.699999828677610E+003
3.3884618E+000	3.602501892218482E-001	9.704999828617074E+003
3.3884618E+000	3.602522414956233E-001	9.709999828556538E+003
3.3885765E+000	3.602523555693781E-001	9.714999828496002E+003
3.3888247E+000	3.602508497390720E-001	9.719999828435466E+003
3.3887672E+000	3.602498015484655E-001	9.724999828374930E+003
3.3887482E+000	3.602503653726492E-001	9.729999828314394E+003
3.3889010E+000	3.602478018424115E-001	9.734999828253858E+003
3.3889582E+000	3.602486700913615E-001	9.739999828193322E+003
3.3890727E+000	3.602488257095541E-001	9.744999828132786E+003
3.3892636E+000	3.602512517950556E-001	9.749999828072250E+003
3.3892636E+000	3.602528670714118E-001	9.754999828011714E+003
3.3894355E+000	3.602513229367763E-001	9.759999827951178E+003
3.3894165E+000	3.602519655606855E-001	9.764999827890642E+003
3.3895690E+000	3.602518849501707E-001	9.769999827830106E+003
3.3894928E+000	3.602525102780039E-001	9.774999827769570E+003
3.3895118E+000	3.602518758604624E-001	9.779999827709034E+003
3.3896837E+000	3.602521929428713E-001	9.784999827648498E+003
3.3898172E+000	3.602505944607199E-001	9.789999827587963E+003
3.3899128E+000	3.602514119563144E-001	9.794999827527427E+003
3.3898745E+000	3.602505035338332E-001	9.799999827466891E+003
3.3901992E+000	3.602527458605969E-001	9.804999827406355E+003
3.3902564E+000	3.602514193639796E-001	9.809999827345819E+003
3.3901610E+000	3.602531485698474E-001	9.814999827285283E+003
3.3901801E+000	3.602544039581225E-001	9.819999827224747E+003
3.3902946E+000	3.602551065037738E-001	9.824999827164211E+003
3.3904855E+000	3.602538856563908E-001	9.829999827103675E+003
3.3904283E+000	3.602546709428269E-001	9.834999827043139E+003
3.3906000E+000	3.602540471074941E-001	9.839999826982603E+003
3.3907909E+000	3.602542672107606E-001	9.844999826922067E+003
3.3907146E+000	3.602536950693447E-001	9.849999826861531E+003
3.3907719E+000	3.602537981269689E-001	9.854999826800995E+003
3.3909054E+000	3.602563812671350E-001	9.859999826740459E+003
3.3909628E+000	3.602557227001753E-001	9.864999826679923E+003
3.3909438E+000	3.602550210307122E-001	9.869999826619387E+003
3.3908672E+000	3.602545876739450E-001	9.874999826558851E+003
3.3910773E+000	3.602551031063090E-001	9.879999826498315E+003
3.3912683E+000	3.602545820210404E-001	9.884999826437779E+003
3.3912683E+000	3.602551251111521E-001	9.889999826377243E+003
3.3913827E+000	3.602554975960789E-001	9.894999826316707E+003
3.3914399E+000	3.602542594156651E-001	9.899999826256171E+003
3.3915546E+000	3.602547953711007E-001	9.904999826195635E+003
3.3916881E+000	3.602546162901353E-001	9.909999826135099E+003
3.3917456E+000	3.602543462715544E-001	9.914999826074563E+003
3.3917456E+000	3.602523075852543E-001	9.919999826014027E+003
3.3917456E+000	3.602505054519107E-001	9.924999825953491E+003
3.3918791E+000	3.602506680295418E-001	9.929999825892955E+003
3.3919554E+000	3.602486754605480E-001	9.934999825832419E+003
3.3920128E+000	3.602473153993628E-001	9.939999825771883E+003
3.3920701E+000	3.602498927578783E-001	9.944999825711348E+003
3.3922226E+000	3.602489790448888E-001	9.949999825650812E+003
3.3922801E+000	3.602503165314105E-001	9.954999825590276E+003
3.3922801E+000	3.602497787747226E-001	9.959999825529740E+003
3.3923373E+000	3.602506617460201E-001	9.964999825469204E+003
3.3923564E+000	3.602509977135649E-001	9.969999825408668E+003
3.3925281E+000	3.602515383884962E-001	9.974999825348132E+003
3.3924899E+000	3.602508633265469E-001	9.979999825287596E+003
3.3927381E+000	3.602505869684160E-001	9.984999825227060E+003
3.3926046E+000	3.602519093475443E-001	9.989999825166524E+003
3.3927763E+000	3.602493352446345E-001	9.994999825105988E+003
3.3928719E+000	3.602487881741246E-001	9.999999825045452E+003
3.3928719E+000	3.602483993062649E-001	1.000499982498492E+004
3.3930244E+000	3.602506680760335E-001	1.000999982492438E+004
3.3930628E+000	3.602516544363569E-001	1.001499982486384E+004
3.3930628E+000	3.602513192746669E-001	1.001999982480331E+004
3.3931201E+000	3.602490598687881E-001	1.002499982474277E+004
3.3931963E+000	3.602495473823362E-001	1.002999982468224E+004
3.3932917E+000	3.602491631934411E-001	1.003499982462170E+004
3.3933492E+000	3.602499576530321E-001	1.003999982456116E+004
3.3932917E+000	3.602493830737862E-001	1.004499982450063E+004
3.3933682E+000	3.602492269346489E-001	1.004999982444009E+004
3.3933492E+000	3.602493074521804E-001	1.005499982437956E+004
3.3935781E+000	3.602491891679535E-001	1.005999982431902E+004
3.3936927E+000	3.602489649293167E-001	1.006499982425848E+004
3.3935974E+000	3.602496799669097E-001	1.006999982419795E+004
3.3937690E+000	3.602488449368207E-001	1.007499982413741E+004
3.3935781E+000	3.602500466737622E-001	1.007999982407688E+004
3.3937690E+000	3.602493096515919E-001	1.008499982401634E+004
3.3938262E+000	3.602487935886107E-001	1.008999982395580E+004
3.3938262E+000	3.602496571395226E-001	1.009499982389527E+004
3.3938262E+000	3.602485572108918E-001	1.009999982383473E+004
3.3939409E+000	3.602491800400981E-001	1.010499982377420E+004
3.3941319E+000	3.602495977136909E-001	1.010999982371366E+004
3.3941319E+000	3.602497858390652E-001	1.011499982365312E+004
3.3940744E+000	3.602510249171251E-001	1.011999982359259E+004
3.3942273E+000	3.602514135918657E-001	1.012499982353205E+004
3.3941891E+000	3.602518724582292E-001	1.012999982347152E+004
3.3943417E+000	3.602510042724601E-001	1.013499982341098E+004
3.3944373E+000	3.602495948872387E-001	1.013999982335044E+004
3.3945136E+000	3.602507814762557E-001	1.014499982328991E+004
3.3945518E+000	3.602522018537658E-001	1.014999982322937E+004
3.3945518E+000	3.602542200456046E-001	1.015499982316884E+004
3.3947427E+000	3.602566134129241E-001	1.015999982310830E+004
3.3946471E+000	3.602552388797310E-001	1.016499982304777E+004
3.3947999E+000	3.602548386667230E-001	1.016999982298723E+004
3.3947618E+000	3.602569242916815E-001	1.017499982292669E+004
3.3947809E+000	3.602567280255048E-001	1.017999982286616E+004
3.3950291E+000	3.602564687226472E-001	1.018499982280562E+004
3.3949337E+000	3.602561887381696E-001	1.018999982274509E+004
3.3949909E+000	3.602553278158226E-001	1.019499982268455E+004
3.3949337E+000	3.602551001034270E-001	1.019999982262401E+004
3.3951244E+000	3.602533602366724E-001	1.020499982256348E+004
3.3952391E+000	3.602518982944588E-001	1.020999982250294E+004
3.3953345E+000	3.602528633640029E-001	1.021499982244241E+004
3.3952391E+000	3.602547744808645E-001	1.021999982238187E+004
3.3955636E+000	3.602565280686085E-001	1.022499982232133E+004
3.3956399E+000	3.602569457302804E-001	1.022999982226080E+004
3.3955255E+000	3.602565831659507E-001	1.023499982220026E+004
3.3955255E+000	3.602567708621714E-001	1.023999982213973E+004
3.3956971E+000	3.602549997876165E-001	1.024499982207919E+004
3.3957736E+000	3.602552408383397E-001	1.024999982201865E+004
3.3957355E+000	3.602562605510386E-001	1.025499982195812E+004
3.3957546E+000	3.602556274757936E-001	1.025999982189758E+004
3.3959072E+000	3.602556297801092E-001	1.026499982183705E+004
3.3958881E+000	3.602548063252424E-001	1.026999982177651E+004
3.3959453E+000	3.602549885187623E-001	1.027499982171597E+004
3.3960791E+000	3.602571356521386E-001	1.027999982165544E+004
3.3959644E+000	3.602561495862621E-001	1.028499982159490E+004
3.3960600E+000	3.602568812344777E-001	1.028999982153437E+004
3.3962510E+000	3.602561907623433E-001	1.029499982147383E+004
3.3962700E+000	3.602549457035533E-001	1.029999982141329E+004
3.3962700E+000	3.602545293400705E-001	1.030499982135276E+004
3.3963082E+000	3.602556145022465E-001	1.030999982129222E+004
3.3964798E+000	3.602572851179398E-001	1.031499982123169E+004
3.3964798E+000	3.602589096914286E-001	1.031999982117115E+004
3.3965755E+000	3.602616329192009E-001	1.032499982111061E+004
3.3964989E+000	3.602593874655776E-001	1.032999982105008E+004
3.3965373E+000	3.602601140974662E-001	1.033499982098954E+004
3.3966708E+000	3.602586198173482E-001	1.033999982092901E+004
3.3967471E+000	3.602593351350831E-001	1.034499982086847E+004
3.3968999E+000	3.602591061888714E-001	1.034999982080793E+004
3.3969190E+000	3.602573078654567E-001	1.035499982074740E+004
3.3968427E+000	3.602587376211617E-001	1.035999982068686E+004
3.3967280E+000	3.602616007934891E-001	1.036499982062633E+004
3.3968618E+000	3.602623299371174E-001	1.036999982056579E+004
3.3969762E+000	3.602607010410997E-001	1.037499982050525E+004
3.3970335E+000	3.602596029888231E-001	1.037999982044472E+004
3.3971100E+000	3.602595837138729E-001	1.038499982038418E+004
3.3970718E+000	3.602600229357372E-001	1.038999982032365E+004
3.3971672E+000	3.602608782492871E-001	1.039499982026311E+004
3.3973007E+000	3.602599451445223E-001	1.039999982020257E+004
3.3972816E+000	3.602573579369351E-001	1.040499982014204E+004
3.3974535E+000	3.602576418875059E-001	1.040999982008150E+004
3.3973963E+000	3.602569855271102E-001	1.041499982002097E+004
3.3975298E+000	3.602563344381492E-001	1.041999981996043E+004
3.3975298E+000	3.602564989219368E-001	1.042499981989989E+004
3.3975873E+000	3.602564085183789E-001	1.042999981983936E+004
3.3976254E+000	3.602569150851480E-001	1.043499981977882E+004
3.3977590E+000	3.602553873811290E-001	1.043999981971829E+004
3.3977399E+000	3.602556169043137E-001	1.044499981965775E+004
3.3977590E+000	3.602542486462977E-001	1.044999981959721E+004
3.3978736E+000	3.602552791998895E-001	1.045499981953668E+004
3.3980262E+000	3.602552255783583E-001	1.045999981947614E+004
3.3980453E+000	3.602570849428904E-001	1.046499981941561E+004
3.3981218E+000	3.602558451650720E-001	1.046999981935507E+004
3.3981791E+000	3.602563927779841E-001	1.047499981929454E+004
3.3981981E+000	3.602548486171225E-001	1.047999981923400E+004
3.3981791E+000	3.602537213788353E-001	1.048499981917346E+004
3.3981791E+000	3.602550194213868E-001	1.048999981911293E+004
3.3984272E+000	3.602559364245526E-001	1.049499981905239E+004
3.3984654E+000	3.602561220131531E-001	1.049999981899186E+004
3.3985798E+000	3.602569896589042E-001	1.050499981893132E+004
3.3983507E+000	3.602550913904199E-001	1.050999981887078E+004
3.3985989E+000	3.602544985948024E-001	1.051499981881025E+004
3.3986564E+000	3.602541692803281E-001	1.051999981874971E+004
3.3987517E+000	3.602549480603209E-001	1.052499981868918E+004
3.3987136E+000	3.602557663498493E-001	1.052999981862864E+004
3.3987899E+000	3.602562417243152E-001	1.053499981856810E+004
3.3989809E+000	3.602531413088095E-001	1.053999981850757E+004
3.3989999E+000	3.602533575020112E-001	1.054499981844703E+004
3.3990381E+000	3.602528853056650E-001	1.054999981838650E+004
3.3991334E+000	3.602536563287093E-001	1.055499981832596E+004
3.3991334E+000	3.602547273908103E-001	1.055999981826542E+004
3.3990762E+000	3.602558379576782E-001	1.056499981820489E+004
3.3991718E+000	3.602558877812014E-001	1.056999981814435E+004
3.3993435E+000	3.602559010253537E-001	1.057499981808382E+004
3.3993053E+000	3.602534588418295E-001	1.057999981802328E+004
3.3991909E+000	3.602534328625487E-001	1.058499981796274E+004
3.3995345E+000	3.602545459924164E-001	1.058999981790221E+004
3.3994963E+000	3.602534148035333E-001	1.059499981784167E+004
3.3996489E+000	3.602538193998669E-001	1.059999981778114E+004
3.3996871E+000	3.602544397900512E-001	1.060499981772060E+004
3.3996680E+000	3.602545116386829E-001	1.060999981766006E+004
3.3998017E+000	3.602518497297857E-001	1.061499981759953E+004
3.3999352E+000	3.602522344801566E-001	1.061999981753899E+004
3.3999546E+000	3.602532734761504E-001	1.062499981747846E+004
3.3999162E+000	3.602529654929866E-001	1.062999981741792E+004
3.3998971E+000	3.602519523522960E-001	1.063499981735738E+004
3.4000881E+000	3.602524501476454E-001	1.063999981729685E+004
3.4001262E+000	3.602541133950124E-001	1.064499981723631E+004
3.4001071E+000	3.602536511133029E-001	1.064999981717578E+004
3.4003935E+000	3.602537481723155E-001	1.065499981711524E+004
3.4002981E+000	3.602535030255611E-001	1.065999981705470E+004
3.4001453E+000	3.602546831641634E-001	1.066499981699417E+004
3.4002981E+000	3.602545611021941E-001	1.066999981693363E+004
3.4005272E+000	3.602545942876765E-001	1.067499981687310E+004
3.4006226E+000	3.602546269391013E-001	1.067999981681256E+004
3.4005272E+000	3.602541201339137E-001	1.068499981675202E+004
3.4005463E+000	3.602561249898091E-001	1.068999981669149E+004
3.4007754E+000	3.602554975591241E-001	1.069499981663095E+004
3.4007754E+000	3.602559284148804E-001	1.069999981657042E+004
3.4008899E+000	3.602546592054801E-001	1.070499981650988E+004
3.4008136E+000	3.602557011066043E-001	1.070999981644934E+004
3.4010999E+000	3.602585028420394E-001	1.071499981638881E+004
3.4010427E+000	3.602574114952854E-001	1.071999981632827E+004
3.4010236E+000	3.602559933243393E-001	1.072499981626774E+004
3.4012144E+000	3.602560634813912E-001	1.072999981620720E+004
3.4011953E+000	3.602561344454900E-001	1.073499981614666E+004
3.4012716E+000	3.602545155809342E-001	1.073999981608613E+004
3.4014053E+000	3.602524304661915E-001	1.074499981602559E+004
3.4015388E+000	3.602520505700229E-001	1.074999981596506E+004
3.4014816E+000	3.602522331271311E-001	1.075499981590452E+004
3.4015772E+000	3.602521700773372E-001	1.075999981584398E+004
3.4015388E+000	3.602513376328977E-001	1.076499981578345E+004
3.4017489E+000	3.602506540594049E-001	1.076999981572291E+004
3.4018061E+000	3.602510630998609E-001	1.077499981566238E+004
3.4018636E+000	3.602510387632842E-001	1.077999981560184E+004
3.4019208E+000	3.602531783840910E-001	1.078499981554131E+004
3.4020734E+000	3.602524266836807E-001	1.078999981548077E+004
3.4022453E+000	3.602524497494864E-001	1.079499981542023E+004
3.4022644E+000	3.602522735009338E-001	1.079999981535970E+004
3.4021308E+000	3.602528704164246E-001	1.080499981529916E+004
3.4024935E+000	3.602530828891043E-001	1.080999981523863E+004
3.4023981E+000	3.602520658013940E-001	1.081499981517809E+004
3.4024553E+000	3.602527613637652E-001	1.081999981511755E+004
3.4023790E+000	3.602541834817309E-001	1.082499981505702E+004
3.4025316E+000	3.602547240541423E-001	1.082999981499648E+004
3.4026272E+000	3.602532474503780E-001	1.083499981493595E+004
3.4026463E+000	3.602497011849714E-001	1.083999981487541E+004
3.4027798E+000	3.602516920957640E-001	1.084499981481487E+004
3.4029899E+000	3.602523675570644E-001	1.084999981475434E+004
3.4030280E+000	3.602540029452201E-001	1.085499981469380E+004
3.4028754E+000	3.602548083637212E-001	1.085999981463327E+004
3.4030662E+000	3.602523830149332E-001	1.086499981457273E+004
3.4032190E+000	3.602506997880890E-001	1.086999981451219E+004
3.4030852E+000	3.602517732832516E-001	1.087499981445166E+004
3.4033144E+000	3.602511254773146E-001	1.087999981439112E+004
3.4032571E+000	3.602524762556722E-001	1.088499981433059E+004
3.4034100E+000	3.602518666968441E-001	1.088999981427005E+004
3.4035053E+000	3.602501906845462E-001	1.089499981420951E+004
3.4034672E+000	3.602497936830366E-001	1.089999981414898E+004
3.4036579E+000	3.602523290548476E-001	1.090499981408844E+004
3.4036388E+000	3.602509382126314E-001	1.090999981402791E+004
3.4036579E+000	3.602506409690327E-001	1.091499981396737E+004
3.4036007E+000	3.602498706230971E-001	1.091999981390683E+004
