Ewe/V	<I>/mA	time/s
3.2225184E+000	-3.597969636788224E-001	2.194325988044610E+004
3.2224612E+000	-3.597971888592126E-001	2.194825988038557E+004
3.2223656E+000	-3.597969573392724E-001	2.195325988032503E+004
3.2223275E+000	-3.597962330319649E-001	2.195825988026449E+004
3.2220221E+000	-3.597948172523572E-001	2.196325988020396E+004
3.2220221E+000	-3.597952362086420E-001	2.196825988014342E+004
3.2219839E+000	-3.597942575635438E-001	2.197325988008289E+004
3.2217929E+000	-3.597939740778894E-001	2.197825988002235E+004
3.2217739E+000	-3.597934624840645E-001	2.198325987996181E+004
3.2216594E+000	-3.597944455530195E-001	2.198825987990128E+004
3.2216020E+000	-3.597953386463779E-001	2.199325987984074E+004
3.2215447E+000	-3.597959785976146E-001	2.199825987978021E+004
3.2214303E+000	-3.597950168873884E-001	2.200325987971967E+004
3.2213347E+000	-3.597963881423260E-001	2.200825987965913E+004
3.2212203E+000	-3.597945469226400E-001	2.201325987959860E+004
3.2211056E+000	-3.597981476225852E-001	2.201825987953806E+004
3.2209721E+000	-3.597963808002257E-001	2.202325987947753E+004
3.2208576E+000	-3.597986915721959E-001	2.202825987941699E+004
3.2208767E+000	-3.597995860209638E-001	2.203325987935645E+004
3.2206666E+000	-3.597988837328046E-001	2.203825987929592E+004
3.2206094E+000	-3.597961969628097E-001	2.204325987923538E+004
3.2204375E+000	-3.597950461151224E-001	2.204825987917485E+004
3.2204947E+000	-3.597946850885925E-001	2.205325987911431E+004
3.2204375E+000	-3.597946055604982E-001	2.205825987905377E+004
3.2202275E+000	-3.597948056211066E-001	2.206325987899324E+004
3.2201703E+000	-3.597954040839340E-001	2.206825987893270E+004
3.2199984E+000	-3.597951204325786E-001	2.207325987887217E+004
3.2199221E+000	-3.597931534304013E-001	2.207825987881163E+004
3.2197883E+000	-3.597934282924556E-001	2.208325987875109E+004
3.2197502E+000	-3.597944294299629E-001	2.208825987869056E+004
3.2195976E+000	-3.597955462946576E-001	2.209325987863002E+004
3.2195020E+000	-3.597937244977415E-001	2.209825987856949E+004
3.2194066E+000	-3.597950183667757E-001	2.210325987850895E+004
3.2192538E+000	-3.597967640175651E-001	2.210825987844841E+004
3.2192347E+000	-3.597955940200973E-001	2.211325987838788E+004
3.2191012E+000	-3.597949235190954E-001	2.211825987832734E+004
3.2189865E+000	-3.597940125157332E-001	2.212325987826681E+004
3.2187192E+000	-3.597945822085902E-001	2.212825987820627E+004
3.2187576E+000	-3.597957535745807E-001	2.213325987814573E+004
3.2186620E+000	-3.597948980404936E-001	2.213825987808520E+004
3.2185857E+000	-3.597946501066261E-001	2.214325987802466E+004
3.2183185E+000	-3.597956922735870E-001	2.214825987796413E+004
3.2183185E+000	-3.597962704970608E-001	2.215325987790359E+004
3.2181847E+000	-3.597951360001198E-001	2.215825987784305E+004
3.2181275E+000	-3.597940599300365E-001	2.216325987778252E+004
3.2180321E+000	-3.597941673531049E-001	2.216825987772198E+004
3.2179558E+000	-3.597941616620534E-001	2.217325987766145E+004
3.2178221E+000	-3.597954024960662E-001	2.217825987760091E+004
3.2176886E+000	-3.597956091942479E-001	2.218325987754037E+004
3.2176311E+000	-3.597961855759383E-001	2.218825987747984E+004
3.2175548E+000	-3.597976869776193E-001	2.219325987741930E+004
3.2173257E+000	-3.597985764136366E-001	2.219825987735877E+004
3.2173448E+000	-3.597987648906782E-001	2.220325987729823E+004
3.2173257E+000	-3.597987340107034E-001	2.220825987723770E+004
3.2170012E+000	-3.598009934988365E-001	2.221325987717716E+004
3.2169440E+000	-3.598017314413027E-001	2.221825987711662E+004
3.2169440E+000	-3.598003103342318E-001	2.222325987705609E+004
3.2167149E+000	-3.597988748540966E-001	2.222825987699555E+004
3.2166767E+000	-3.597978296735247E-001	2.223325987693502E+004
3.2165239E+000	-3.597970669808256E-001	2.223825987687448E+004
3.2164857E+000	-3.597962482561834E-001	2.224325987681394E+004
3.2163713E+000	-3.597969239332527E-001	2.224825987675341E+004
3.2162185E+000	-3.597972309436686E-001	2.225325987669287E+004
3.2162185E+000	-3.597970180442195E-001	2.225825987663234E+004
3.2159512E+000	-3.597968642821155E-001	2.226325987657180E+004
3.2159512E+000	-3.597981021513932E-001	2.226825987651126E+004
3.2158558E+000	-3.597991932776100E-001	2.227325987645073E+004
3.2156839E+000	-3.597990180184946E-001	2.227825987639019E+004
3.2156649E+000	-3.597993354013109E-001	2.228325987632966E+004
3.2153976E+000	-3.598038980689744E-001	2.228825987626912E+004
3.2154167E+000	-3.598040503552674E-001	2.229325987620858E+004
3.2153022E+000	-3.598026874175621E-001	2.229825987614805E+004
3.2150350E+000	-3.598037500944815E-001	2.230325987608751E+004
3.2150156E+000	-3.598049299636708E-001	2.230825987602698E+004
3.2148631E+000	-3.598029482367620E-001	2.231325987596644E+004
3.2148631E+000	-3.598021891978276E-001	2.231825987590590E+004
3.2146339E+000	-3.598036371770569E-001	2.232325987584537E+004
3.2145386E+000	-3.598049790707461E-001	2.232825987578483E+004
3.2145004E+000	-3.598041241946943E-001	2.233325987572430E+004
3.2142522E+000	-3.598047452834451E-001	2.233825987566376E+004
3.2141566E+000	-3.598044960811906E-001	2.234325987560322E+004
3.2140613E+000	-3.598039557865368E-001	2.234825987554269E+004
3.2138894E+000	-3.598047108832200E-001	2.235325987548215E+004
3.2138894E+000	-3.598052589825060E-001	2.235825987542162E+004
3.2136221E+000	-3.598046369829963E-001	2.236325987536108E+004
3.2136412E+000	-3.598053856697958E-001	2.236825987530054E+004
3.2134314E+000	-3.598052457836533E-001	2.237325987524001E+004
3.2133739E+000	-3.598041940429942E-001	2.237825987517947E+004
3.2133739E+000	-3.598031514719138E-001	2.238325987511894E+004
3.2130685E+000	-3.598042288115760E-001	2.238825987505840E+004
3.2129350E+000	-3.598059226170527E-001	2.239325987499786E+004
3.2128775E+000	-3.598053842357081E-001	2.239825987493733E+004
3.2129922E+000	-3.598064083806083E-001	2.240325987487679E+004
3.2126486E+000	-3.598043096617013E-001	2.240825987481626E+004
3.2125340E+000	-3.598034944573095E-001	2.241325987475572E+004
3.2125721E+000	-3.598066426852777E-001	2.241825987469518E+004
3.2124386E+000	-3.598053282872115E-001	2.242325987463465E+004
3.2121904E+000	-3.598051257720838E-001	2.242825987457411E+004
3.2121141E+000	-3.598053815439622E-001	2.243325987451358E+004
3.2119422E+000	-3.598065694967335E-001	2.243825987445304E+004
3.2119422E+000	-3.598059535745135E-001	2.244325987439250E+004
3.2116749E+000	-3.598049643436303E-001	2.244825987433197E+004
3.2117321E+000	-3.598049106338843E-001	2.245325987427143E+004
3.2115030E+000	-3.598041574385893E-001	2.245825987421090E+004
3.2113504E+000	-3.598023397758514E-001	2.246325987415036E+004
3.2112548E+000	-3.598024662378356E-001	2.246825987408982E+004
3.2111213E+000	-3.598021092358114E-001	2.247325987402929E+004
3.2109876E+000	-3.598025474074419E-001	2.247825987396875E+004
3.2107584E+000	-3.598015374329500E-001	2.248325987390822E+004
3.2107584E+000	-3.598025205376677E-001	2.248825987384768E+004
3.2107203E+000	-3.598034452346012E-001	2.249325987378714E+004
3.2105486E+000	-3.598059859040731E-001	2.249825987372661E+004
3.2103958E+000	-3.598043674793996E-001	2.250325987366607E+004
3.2102623E+000	-3.598038902834156E-001	2.250825987360554E+004
3.2102048E+000	-3.598043201556952E-001	2.251325987354500E+004
3.2100141E+000	-3.598043230846675E-001	2.251825987348447E+004
3.2098231E+000	-3.598033981099764E-001	2.252325987342393E+004
3.2098613E+000	-3.598036154034799E-001	2.252825987336339E+004
3.2097659E+000	-3.598045564297021E-001	2.253325987330286E+004
3.2095177E+000	-3.598046047643012E-001	2.253825987324232E+004
3.2094221E+000	-3.598041336968669E-001	2.254325987318179E+004
3.2093267E+000	-3.598036392214962E-001	2.254825987312125E+004
3.2091358E+000	-3.598056747213321E-001	2.255325987306071E+004
3.2090976E+000	-3.598055752113763E-001	2.255825987300018E+004
3.2090595E+000	-3.598058268979525E-001	2.256325987293964E+004
3.2086778E+000	-3.598061069015036E-001	2.256825987287911E+004
3.2086968E+000	-3.598048352244709E-001	2.257325987281857E+004
3.2086394E+000	-3.598049461129534E-001	2.257825987275803E+004
3.2084105E+000	-3.598061330595982E-001	2.258325987269750E+004
3.2082767E+000	-3.598067468253222E-001	2.258825987263696E+004
3.2081814E+000	-3.598038970044354E-001	2.259325987257643E+004
3.2080476E+000	-3.598050112644072E-001	2.259825987251589E+004
3.2078376E+000	-3.598038674834466E-001	2.260325987245535E+004
3.2078376E+000	-3.598017285230592E-001	2.260825987239482E+004
3.2077231E+000	-3.598007733466942E-001	2.261325987233428E+004
3.2076278E+000	-3.598022771909736E-001	2.261825987227375E+004
3.2074368E+000	-3.598031278601295E-001	2.262325987221321E+004
3.2074559E+000	-3.598053505257047E-001	2.262825987215267E+004
3.2071505E+000	-3.598053966179771E-001	2.263325987209214E+004
3.2069786E+000	-3.598040244427438E-001	2.263825987203160E+004
3.2069404E+000	-3.598036403504082E-001	2.264325987197107E+004
3.2067304E+000	-3.598061553851142E-001	2.264825987191053E+004
3.2066922E+000	-3.598063127366100E-001	2.265325987184999E+004
3.2064250E+000	-3.598050523534657E-001	2.265825987178946E+004
3.2062914E+000	-3.598043159678728E-001	2.266325987172892E+004
3.2062149E+000	-3.598044101217551E-001	2.266825987166839E+004
3.2060814E+000	-3.598029504874333E-001	2.267325987160785E+004
3.2060242E+000	-3.598029728129493E-001	2.267825987154731E+004
3.2059095E+000	-3.598026430013724E-001	2.268325987148678E+004
3.2057569E+000	-3.598039701500643E-001	2.268825987142624E+004
3.2055087E+000	-3.598064281312037E-001	2.269325987136571E+004
3.2053750E+000	-3.598074378982714E-001	2.269825987130517E+004
3.2052605E+000	-3.598069843414898E-001	2.270325987124463E+004
3.2052414E+000	-3.598084722844420E-001	2.270825987118410E+004
3.2048976E+000	-3.598096987155882E-001	2.271325987112356E+004
3.2049742E+000	-3.598085571888752E-001	2.271825987106303E+004
3.2046685E+000	-3.598078894392238E-001	2.272325987100249E+004
3.2045732E+000	-3.598083756557749E-001	2.272825987094195E+004
3.2043440E+000	-3.598083249203006E-001	2.273325987088142E+004
3.2043440E+000	-3.598059913972373E-001	2.273825987082088E+004
3.2041340E+000	-3.598053859034460E-001	2.274325987076035E+004
3.2040005E+000	-3.598047576752509E-001	2.274825987069981E+004
3.2039433E+000	-3.598055349913537E-001	2.275325987063927E+004
3.2037523E+000	-3.598065894559451E-001	2.275825987057874E+004
3.2036951E+000	-3.598074129823375E-001	2.276325987051820E+004
3.2035613E+000	-3.598069960824130E-001	2.276825987045767E+004
3.2034087E+000	-3.598043713882722E-001	2.277325987039713E+004
3.2031415E+000	-3.598025978806557E-001	2.277825987033659E+004
3.2030649E+000	-3.598016382136767E-001	2.278325987027606E+004
3.2029314E+000	-3.598001232424021E-001	2.278825987021552E+004
3.2027214E+000	-3.598019705012307E-001	2.279325987015499E+004
3.2027023E+000	-3.598024950113822E-001	2.279825987009445E+004
3.2023969E+000	-3.598035740628899E-001	2.280325987003391E+004
3.2023778E+000	-3.598020589771743E-001	2.280825986997338E+004
3.2021868E+000	-3.598023573461088E-001	2.281325986991284E+004
3.2020342E+000	-3.598007687082607E-001	2.281825986985231E+004
3.2019386E+000	-3.598021523752696E-001	2.282325986979177E+004
3.2017670E+000	-3.598029237130266E-001	2.282825986973124E+004
3.2015760E+000	-3.598035753408135E-001	2.283325986967070E+004
3.2015569E+000	-3.598039189890129E-001	2.283825986961016E+004
3.2013087E+000	-3.598031150832777E-001	2.284325986954963E+004
3.2013087E+000	-3.598026481667109E-001	2.284825986948909E+004
3.2011559E+000	-3.598026159825866E-001	2.285325986942856E+004
3.2008696E+000	-3.598019664290413E-001	2.285825986936802E+004
3.2009652E+000	-3.598014197614588E-001	2.286325986930748E+004
3.2006023E+000	-3.598036913541033E-001	2.286825986924695E+004
3.2003922E+000	-3.598011685111888E-001	2.287325986918641E+004
3.2001824E+000	-3.598002809980173E-001	2.287825986912588E+004
3.2002587E+000	-3.598009127118921E-001	2.288325986906534E+004
3.2000296E+000	-3.598008840730521E-001	2.288825986900480E+004
3.1999724E+000	-3.598004637053293E-001	2.289325986894427E+004
3.1996286E+000	-3.598009711613996E-001	2.289825986888373E+004
3.1996095E+000	-3.598017099597884E-001	2.290325986882320E+004
3.1993806E+000	-3.598018509879560E-001	2.290825986876266E+004
3.1991706E+000	-3.598010911264776E-001	2.291325986870212E+004
3.1991897E+000	-3.598040277674909E-001	2.291825986864159E+004
3.1989415E+000	-3.598051025358088E-001	2.292325986858105E+004
3.1988461E+000	-3.598022166052356E-001	2.292825986852052E+004
3.1986551E+000	-3.598008777454229E-001	2.293325986845998E+004
3.1986170E+000	-3.597998804524154E-001	2.293825986839944E+004
3.1984069E+000	-3.598000475325813E-001	2.294325986833891E+004
3.1982160E+000	-3.598003577747612E-001	2.294825986827837E+004
3.1982350E+000	-3.597999807825309E-001	2.295325986821784E+004
3.1979868E+000	-3.598016212513867E-001	2.295825986815730E+004
3.1978343E+000	-3.598027927187050E-001	2.296325986809676E+004
3.1977005E+000	-3.598024488213583E-001	2.296825986803623E+004
3.1975095E+000	-3.598024029663124E-001	2.297325986797569E+004
3.1973379E+000	-3.598046095577068E-001	2.297825986791516E+004
3.1972997E+000	-3.598031357279427E-001	2.298325986785462E+004
3.1970706E+000	-3.598040635147810E-001	2.298825986779408E+004
3.1970134E+000	-3.598016934433412E-001	2.299325986773355E+004
3.1968033E+000	-3.598031927111759E-001	2.299825986767301E+004
3.1965742E+000	-3.598018356481044E-001	2.300325986761248E+004
3.1963451E+000	-3.598009355821946E-001	2.300825986755194E+004
3.1963260E+000	-3.598005016842173E-001	2.301325986749140E+004
3.1961541E+000	-3.597989484574891E-001	2.301825986743087E+004
3.1961541E+000	-3.597997202089023E-001	2.302325986737033E+004
3.1958106E+000	-3.597992340304982E-001	2.302825986730980E+004
3.1956387E+000	-3.598008081331575E-001	2.303325986724926E+004
3.1955433E+000	-3.598005510762028E-001	2.303825986718872E+004
3.1952760E+000	-3.597984135725529E-001	2.304325986712819E+004
3.1952379E+000	-3.597980371263013E-001	2.304825986706765E+004
3.1950088E+000	-3.597982218160637E-001	2.305325986700712E+004
3.1950278E+000	-3.597987343075346E-001	2.305825986694658E+004
3.1947987E+000	-3.597983385827564E-001	2.306325986688604E+004
3.1946843E+000	-3.597971867217901E-001	2.306825986682551E+004
3.1945124E+000	-3.597948332037524E-001	2.307325986676497E+004
3.1942832E+000	-3.597964571347031E-001	2.307825986670444E+004
3.1940734E+000	-3.597967455937692E-001	2.308325986664390E+004
3.1940351E+000	-3.597968750145281E-001	2.308825986658336E+004
3.1939206E+000	-3.597972848131551E-001	2.309325986652283E+004
3.1936533E+000	-3.597984971859497E-001	2.309825986646229E+004
3.1935961E+000	-3.597999028458807E-001	2.310325986640176E+004
3.1933098E+000	-3.597984418013130E-001	2.310825986634122E+004
3.1932142E+000	-3.597964517714771E-001	2.311325986628068E+004
3.1930425E+000	-3.597980273678287E-001	2.311825986622015E+004
3.1927943E+000	-3.597972354366669E-001	2.312325986615961E+004
3.1928706E+000	-3.597979106798142E-001	2.312825986609908E+004
3.1925652E+000	-3.598005420222571E-001	2.313325986603854E+004
3.1923552E+000	-3.598014326789776E-001	2.313825986597801E+004
3.1922023E+000	-3.598029151526074E-001	2.314325986591747E+004
3.1920688E+000	-3.598011383250121E-001	2.314825986585693E+004
3.1919925E+000	-3.598014909592079E-001	2.315325986579640E+004
3.1916871E+000	-3.598027507546505E-001	2.315825986573586E+004
3.1914580E+000	-3.598025879707873E-001	2.316325986567533E+004
3.1914389E+000	-3.598017584469755E-001	2.316825986561479E+004
3.1911907E+000	-3.598010844793674E-001	2.317325986555425E+004
3.1910951E+000	-3.598011741462120E-001	2.317825986549372E+004
3.1909807E+000	-3.598017081776096E-001	2.318325986543318E+004
3.1908088E+000	-3.598016368177359E-001	2.318825986537265E+004
3.1905606E+000	-3.598019197681406E-001	2.319325986531211E+004
3.1904843E+000	-3.598011817016968E-001	2.319825986525157E+004
3.1902933E+000	-3.598008198073233E-001	2.320325986519104E+004
3.1901407E+000	-3.598004046788488E-001	2.320825986513050E+004
3.1899498E+000	-3.597997076919267E-001	2.321325986506997E+004
3.1896634E+000	-3.597995362522770E-001	2.321825986500943E+004
3.1895106E+000	-3.598003283705975E-001	2.322325986494889E+004
3.1894915E+000	-3.598008599737018E-001	2.322825986488836E+004
3.1890907E+000	-3.598012383845226E-001	2.323325986482782E+004
3.1890526E+000	-3.597989872541529E-001	2.323825986476729E+004
3.1888807E+000	-3.597999713399631E-001	2.324325986470675E+004
3.1886706E+000	-3.597983338525317E-001	2.324825986464621E+004
3.1884415E+000	-3.597973293521304E-001	2.325325986458568E+004
3.1881361E+000	-3.597977850594476E-001	2.325825986452514E+004
3.1879451E+000	-3.597982509925378E-001	2.326325986446461E+004
3.1879451E+000	-3.597978665294613E-001	2.326825986440407E+004
3.1877925E+000	-3.597974487271224E-001	2.327325986434353E+004
3.1875062E+000	-3.597989170267674E-001	2.327825986428300E+004
3.1872580E+000	-3.597984633793868E-001	2.328325986422246E+004
3.1871817E+000	-3.597993175723693E-001	2.328825986416193E+004
3.1868188E+000	-3.597983609809901E-001	2.329325986410139E+004
3.1867425E+000	-3.597973396983049E-001	2.329825986404085E+004
3.1865134E+000	-3.597959668256971E-001	2.330325986398032E+004
3.1862843E+000	-3.597976791586818E-001	2.330825986391978E+004
3.1860361E+000	-3.597978712024655E-001	2.331325986385925E+004
3.1859407E+000	-3.597977237620302E-001	2.331825986379871E+004
3.1856925E+000	-3.597977038099712E-001	2.332325986373817E+004
3.1855206E+000	-3.597977553441476E-001	2.332825986367764E+004
3.1853681E+000	-3.597977275314280E-001	2.333325986361710E+004
3.1850243E+000	-3.597965454306408E-001	2.333825986355657E+004
3.1847570E+000	-3.597945675327344E-001	2.334325986349603E+004
3.1845663E+000	-3.597943447162644E-001	2.334825986343549E+004
3.1844325E+000	-3.597936271824289E-001	2.335325986337496E+004
3.1841462E+000	-3.597967928364112E-001	2.335825986331442E+004
3.1837835E+000	-3.597991015436764E-001	2.336325986325389E+004
3.1837070E+000	-3.597981249632832E-001	2.336825986319335E+004
3.1833444E+000	-3.597992967536587E-001	2.337325986313281E+004
3.1832108E+000	-3.597992481997145E-001	2.337825986307228E+004
3.1831152E+000	-3.597978610708679E-001	2.338325986301174E+004
3.1828480E+000	-3.597977397408436E-001	2.338825986295121E+004
3.1825807E+000	-3.597987343289922E-001	2.339325986289067E+004
3.1824090E+000	-3.597974734380163E-001	2.339825986283013E+004
3.1820080E+000	-3.597968255688983E-001	2.340325986276960E+004
3.1817598E+000	-3.597978825058905E-001	2.340825986270906E+004
3.1817217E+000	-3.597973740079309E-001	2.341325986264853E+004
3.1815307E+000	-3.597985850098185E-001	2.341825986258799E+004
3.1811299E+000	-3.597969534709309E-001	2.342325986252746E+004
3.1808436E+000	-3.598006763949699E-001	2.342825986246692E+004
3.1805763E+000	-3.597983818759946E-001	2.343325986240638E+004
3.1804426E+000	-3.597979448618863E-001	2.343825986234585E+004
3.1800418E+000	-3.597968658115708E-001	2.344325986228531E+004
3.1796980E+000	-3.597963580562851E-001	2.344825986222478E+004
3.1794307E+000	-3.597973010458843E-001	2.345325986216424E+004
3.1793544E+000	-3.597975875487259E-001	2.345825986210370E+004
3.1789536E+000	-3.597985055902047E-001	2.346325986204317E+004
3.1787436E+000	-3.597980730071058E-001	2.346825986198263E+004
3.1784382E+000	-3.597985633065750E-001	2.347325986192210E+004
3.1781325E+000	-3.597980942943089E-001	2.347825986186156E+004
3.1778843E+000	-3.597974256470116E-001	2.348325986180102E+004
3.1775408E+000	-3.597967089214150E-001	2.348825986174049E+004
3.1771972E+000	-3.597977013912146E-001	2.349325986167995E+004
3.1770635E+000	-3.598001769593007E-001	2.349825986161942E+004
3.1767962E+000	-3.597990515222658E-001	2.350325986155888E+004
3.1763954E+000	-3.597976167991097E-001	2.350825986149834E+004
3.1761472E+000	-3.597992906918663E-001	2.351325986143781E+004
3.1757271E+000	-3.597999229171490E-001	2.351825986137727E+004
3.1755936E+000	-3.597993854239136E-001	2.352325986131674E+004
3.1751354E+000	-3.597977455582569E-001	2.352825986125620E+004
3.1748872E+000	-3.597971701564670E-001	2.353325986119566E+004
3.1745818E+000	-3.597970620717870E-001	2.353825986113513E+004
3.1742954E+000	-3.597983300330660E-001	2.354325986107459E+004
3.1740854E+000	-3.597981414690016E-001	2.354825986101406E+004
3.1737037E+000	-3.597976856865826E-001	2.355325986095352E+004
3.1733789E+000	-3.597971358992930E-001	2.355825986089298E+004
3.1730545E+000	-3.597983052375335E-001	2.356325986083245E+004
3.1727681E+000	-3.597984026911289E-001	2.356825986077191E+004
3.1725199E+000	-3.597986242141781E-001	2.357325986071138E+004
3.1723099E+000	-3.597964215662269E-001	2.357825986065084E+004
3.1720426E+000	-3.597952064504267E-001	2.358325986059030E+004
3.1716037E+000	-3.597947995354723E-001	2.358825986052977E+004
3.1715655E+000	-3.597935066129599E-001	2.359325986046923E+004
3.1711836E+000	-3.597935316659845E-001	2.359825986040870E+004
3.1708972E+000	-3.597961847307443E-001	2.360325986034816E+004
3.1706109E+000	-3.597937148799358E-001	2.360825986028762E+004
3.1704390E+000	-3.597949015094840E-001	2.361325986022709E+004
3.1701717E+000	-3.597975342574045E-001	2.361825986016655E+004
3.1700191E+000	-3.597949631454558E-001	2.362325986010602E+004
3.1697137E+000	-3.597971704258800E-001	2.362825986004548E+004
3.1694274E+000	-3.597960637261615E-001	2.363325985998494E+004
3.1692936E+000	-3.597959360923499E-001	2.363825985992441E+004
3.1690264E+000	-3.597955019154228E-001	2.364325985986387E+004
3.1687400E+000	-3.597952911736618E-001	2.364825985980334E+004
3.1686063E+000	-3.597957735361765E-001	2.365325985974280E+004
3.1683965E+000	-3.597959153558937E-001	2.365825985968226E+004
3.1682436E+000	-3.597969529857490E-001	2.366325985962173E+004
3.1680145E+000	-3.597968439259371E-001	2.366825985956119E+004
3.1678429E+000	-3.597968845262374E-001	2.367325985950066E+004
3.1676328E+000	-3.597956054260423E-001	2.367825985944012E+004
3.1675181E+000	-3.597947902729104E-001	2.368325985937958E+004
3.1672127E+000	-3.597961579169986E-001	2.368825985931905E+004
3.1671364E+000	-3.597955714645073E-001	2.369325985925851E+004
3.1669264E+000	-3.597939616884678E-001	2.369825985919798E+004
3.1667738E+000	-3.597955396284740E-001	2.370325985913744E+004
3.1666019E+000	-3.597970767249931E-001	2.370825985907690E+004
3.1663728E+000	-3.597959335984914E-001	2.371325985901637E+004
3.1662393E+000	-3.597966055252364E-001	2.371825985895583E+004
3.1661055E+000	-3.597965755524444E-001	2.372325985889530E+004
3.1659527E+000	-3.597962877681030E-001	2.372825985883476E+004
3.1657047E+000	-3.597953614725729E-001	2.373325985877423E+004
3.1656854E+000	-3.597956507219965E-001	2.373825985871369E+004
3.1655900E+000	-3.597960782208191E-001	2.374325985865315E+004
3.1653419E+000	-3.597972402956375E-001	2.374825985859262E+004
3.1651318E+000	-3.597963626708768E-001	2.375325985853208E+004
3.1650555E+000	-3.597966456153210E-001	2.375825985847155E+004
3.1648264E+000	-3.597985238375708E-001	2.376325985841101E+004
3.1649029E+000	-3.597987719729021E-001	2.376825985835047E+004
3.1646929E+000	-3.597984182789358E-001	2.377325985828994E+004
3.1644828E+000	-3.597983942844897E-001	2.377825985822940E+004
3.1644065E+000	-3.597977812173321E-001	2.378325985816887E+004
3.1641965E+000	-3.597968479301771E-001	2.378825985810833E+004
3.1642156E+000	-3.597965780725289E-001	2.379325985804779E+004
3.1639864E+000	-3.597946008195447E-001	2.379825985798726E+004
3.1638911E+000	-3.597958312084393E-001	2.380325985792672E+004
3.1637192E+000	-3.597946981968461E-001	2.380825985786619E+004
3.1637192E+000	-3.597955903532195E-001	2.381325985780565E+004
3.1634138E+000	-3.597960076238849E-001	2.381825985774511E+004
3.1632609E+000	-3.597980371775613E-001	2.382325985768458E+004
3.1632609E+000	-3.597966510119256E-001	2.382825985762404E+004
3.1630318E+000	-3.597969126310199E-001	2.383325985756351E+004
3.1628983E+000	-3.597950314046959E-001	2.383825985750297E+004
3.1626692E+000	-3.597961282946818E-001	2.384325985744243E+004
3.1626120E+000	-3.597952628745683E-001	2.384825985738190E+004
3.1624019E+000	-3.597958043648912E-001	2.385325985732136E+004
3.1624401E+000	-3.597960348047954E-001	2.385825985726083E+004
3.1622875E+000	-3.597973333861729E-001	2.386325985720029E+004
3.1621346E+000	-3.597972951366797E-001	2.386825985713975E+004
3.1620584E+000	-3.597989725210766E-001	2.387325985707922E+004
3.1618483E+000	-3.597986001470143E-001	2.387825985701868E+004
3.1617911E+000	-3.597980385460840E-001	2.388325985695815E+004
3.1615620E+000	-3.597996808114237E-001	2.388825985689761E+004
3.1614666E+000	-3.597983316555045E-001	2.389325985683707E+004
3.1614282E+000	-3.597995017626449E-001	2.389825985677654E+004
3.1610847E+000	-3.597989194085691E-001	2.390325985671600E+004
3.1611037E+000	-3.597974152579218E-001	2.390825985665547E+004
3.1608746E+000	-3.597974552585994E-001	2.391325985659493E+004
3.1608174E+000	-3.597976147785122E-001	2.391825985653439E+004
3.1606073E+000	-3.597976416661677E-001	2.392325985647386E+004
3.1604738E+000	-3.597966138388924E-001	2.392825985641332E+004
3.1603591E+000	-3.597956112827947E-001	2.393325985635279E+004
3.1602256E+000	-3.597940816094382E-001	2.393825985629225E+004
3.1600537E+000	-3.597958166196064E-001	2.394325985623171E+004
3.1599011E+000	-3.597957235457603E-001	2.394825985617118E+004
3.1596911E+000	-3.597964704158102E-001	2.395325985611064E+004
3.1595764E+000	-3.597983056666869E-001	2.395825985605011E+004
3.1592519E+000	-3.597969479992243E-001	2.396325985598957E+004
3.1592138E+000	-3.597965107121269E-001	2.396825985592903E+004
3.1590228E+000	-3.597971122863167E-001	2.397325985586850E+004
3.1590228E+000	-3.597960786261307E-001	2.397825985580796E+004
3.1587937E+000	-3.597989661004641E-001	2.398325985574743E+004
3.1585457E+000	-3.597992225732933E-001	2.398825985568689E+004
3.1584501E+000	-3.597974413278017E-001	2.399325985562635E+004
3.1582019E+000	-3.597984736480752E-001	2.399825985556582E+004
3.1579919E+000	-3.597989848425489E-001	2.400325985550528E+004
3.1580493E+000	-3.597984800472299E-001	2.400825985544475E+004
3.1578202E+000	-3.597967893173529E-001	2.401325985538421E+004
3.1576102E+000	-3.597971469237683E-001	2.401825985532367E+004
3.1574192E+000	-3.597981632390023E-001	2.402325985526314E+004
3.1572094E+000	-3.597984796252290E-001	2.402825985520260E+004
3.1570756E+000	-3.597960650601134E-001	2.403325985514207E+004
3.1567893E+000	-3.597970119204383E-001	2.403825985508153E+004
3.1566174E+000	-3.597971752657772E-001	2.404325985502100E+004
3.1565602E+000	-3.597997776582438E-001	2.404825985496046E+004
3.1562738E+000	-3.597978679456676E-001	2.405325985489992E+004
3.1560829E+000	-3.597990765895955E-001	2.405825985483939E+004
3.1558347E+000	-3.597990944304580E-001	2.406325985477885E+004
3.1556439E+000	-3.597980006625633E-001	2.406825985471832E+004
3.1553576E+000	-3.597977016880458E-001	2.407325985465778E+004
3.1552048E+000	-3.597993330373907E-001	2.407825985459724E+004
3.1549566E+000	-3.598000042047724E-001	2.408325985453671E+004
3.1548421E+000	-3.598002830293436E-001	2.408825985447617E+004
3.1545558E+000	-3.598021256521229E-001	2.409325985441564E+004
3.1542120E+000	-3.598019408443433E-001	2.409825985435510E+004
3.1539829E+000	-3.597996868493743E-001	2.410325985429456E+004
3.1539066E+000	-3.597997076323220E-001	2.410825985423403E+004
3.1535630E+000	-3.598014467456739E-001	2.411325985417349E+004
3.1533148E+000	-3.597998900869103E-001	2.411825985411296E+004
